"","TYPE","YEAR","MONTH","HUNDRED_BLOCK","STREET_NAME","NEIGHBOURHOOD","full_address","lat","lon"
"210","Other Theft",2013,9,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"211","Other Theft",2013,9,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"212","Other Theft",2013,8,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"213","Other Theft",2013,8,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"214","Other Theft",2013,7,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"215","Other Theft",2013,7,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"216","Other Theft",2013,6,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"217","Other Theft",2013,6,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"218","Other Theft",2013,4,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"219","Other Theft",2013,4,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"220","Other Theft",2013,2,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"221","Other Theft",2013,1,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"222","Other Theft",2013,1,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"223","Other Theft",2013,12,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"224","Other Theft",2013,12,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"225","Other Theft",2013,11,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"226","Other Theft",2013,9,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"227","Other Theft",2013,9,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"228","Other Theft",2013,8,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"229","Other Theft",2013,8,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"230","Other Theft",2013,8,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"231","Other Theft",2013,8,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"232","Other Theft",2013,7,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"233","Other Theft",2013,5,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"234","Other Theft",2013,3,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"235","Other Theft",2013,3,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"236","Other Theft",2013,2,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"237","Other Theft",2013,1,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"238","Other Theft",2013,1,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"239","Other Theft",2013,1,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"240","Other Theft",2013,1,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"241","Other Theft",2013,8,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"242","Other Theft",2013,6,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"243","Other Theft",2013,3,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"244","Break and Enter Residential/Other",2013,2,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"245","Break and Enter Residential/Other",2013,7,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"246","Break and Enter Residential/Other",2013,10,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"247","Theft from Vehicle",2013,8,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"248","Theft from Vehicle",2013,12,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"249","Theft from Vehicle",2013,11,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"250","Theft from Vehicle",2013,10,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"251","Mischief",2013,12,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"252","Mischief",2013,11,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"253","Mischief",2013,9,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"254","Mischief",2013,2,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"255","Mischief",2013,9,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"256","Mischief",2013,5,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"257","Break and Enter Commercial",2013,9,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"258","Break and Enter Commercial",2013,9,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"259","Break and Enter Commercial",2013,3,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"260","Break and Enter Commercial",2013,6,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"261","Break and Enter Commercial",2013,7,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"262","Break and Enter Commercial",2013,7,"1000"," CANADA PL","Central Business District","1000  CANADA PL, Vancouver, BC",49.2881471,-123.1157591
"263","Other Theft",2013,8,"1000"," CHILCO ST","West End","1000  CHILCO ST, Vancouver, BC",49.2912511,-123.1415368
"264","Other Theft",2013,8,"1000"," CHILCO ST","West End","1000  CHILCO ST, Vancouver, BC",49.2912511,-123.1415368
"265","Break and Enter Residential/Other",2013,5,"1000"," CHILCO ST","West End","1000  CHILCO ST, Vancouver, BC",49.2912511,-123.1415368
"266","Theft from Vehicle",2013,12,"1000"," CHILCO ST","West End","1000  CHILCO ST, Vancouver, BC",49.2912511,-123.1415368
"267","Mischief",2013,3,"1000"," CHILCO ST","West End","1000  CHILCO ST, Vancouver, BC",49.2912511,-123.1415368
"268","Theft from Vehicle",2013,11,"1000"," CLARK DR","Strathcona","1000  CLARK DR, Vancouver, BC",49.2758546,-123.0771989
"269","Mischief",2013,12,"1000"," CLARK DR","Grandview-Woodland","1000  CLARK DR, Vancouver, BC",49.2758546,-123.0771989
"270","Other Theft",2013,7,"1000"," COMMERCIAL DR","Grandview-Woodland","1000  COMMERCIAL DR, Vancouver, BC",49.2756151,-123.0691464
"271","Other Theft",2013,5,"1000"," COMMERCIAL DR","Grandview-Woodland","1000  COMMERCIAL DR, Vancouver, BC",49.2756151,-123.0691464
"272","Other Theft",2013,4,"1000"," COMMERCIAL DR","Grandview-Woodland","1000  COMMERCIAL DR, Vancouver, BC",49.2756151,-123.0691464
"273","Other Theft",2013,4,"1000"," COMMERCIAL DR","Grandview-Woodland","1000  COMMERCIAL DR, Vancouver, BC",49.2756151,-123.0691464
"274","Other Theft",2013,4,"1000"," COMMERCIAL DR","Grandview-Woodland","1000  COMMERCIAL DR, Vancouver, BC",49.2756151,-123.0691464
"275","Other Theft",2013,5,"1000"," COMMERCIAL DR","Grandview-Woodland","1000  COMMERCIAL DR, Vancouver, BC",49.2756151,-123.0691464
"276","Other Theft",2013,2,"1000"," COMMERCIAL DR","Grandview-Woodland","1000  COMMERCIAL DR, Vancouver, BC",49.2756151,-123.0691464
"277","Other Theft",2013,2,"1000"," COMMERCIAL DR","Grandview-Woodland","1000  COMMERCIAL DR, Vancouver, BC",49.2756151,-123.0691464
"278","Mischief",2013,8,"1000"," COMMERCIAL DR","Grandview-Woodland","1000  COMMERCIAL DR, Vancouver, BC",49.2756151,-123.0691464
"279","Mischief",2013,1,"1000"," COMMERCIAL DR","Grandview-Woodland","1000  COMMERCIAL DR, Vancouver, BC",49.2756151,-123.0691464
"280","Other Theft",2013,5,"1000"," COMOX ST","West End","1000  COMOX ST, Vancouver, BC",49.2804538,-123.1271173
"281","Other Theft",2013,1,"1000"," COMOX ST","West End","1000  COMOX ST, Vancouver, BC",49.2804538,-123.1271173
"282","Theft from Vehicle",2013,7,"1000"," COMOX ST","West End","1000  COMOX ST, Vancouver, BC",49.2804538,-123.1271173
"283","Mischief",2013,7,"1000"," COMOX ST","West End","1000  COMOX ST, Vancouver, BC",49.2804538,-123.1271173
"284","Break and Enter Residential/Other",2013,3,"1000"," CONNAUGHT DR","Shaughnessy","1000  CONNAUGHT DR, Vancouver, BC",49.2435487,-123.1276866
"285","Other Theft",2013,9,"1000"," COTTON DR","Grandview-Woodland","1000  COTTON DR, Vancouver, BC",49.2716082,-123.0715411
"286","Other Theft",2013,7,"1000"," COTTON DR","Grandview-Woodland","1000  COTTON DR, Vancouver, BC",49.2716082,-123.0715411
"287","Other Theft",2013,6,"1000"," COTTON DR","Grandview-Woodland","1000  COTTON DR, Vancouver, BC",49.2716082,-123.0715411
"288","Other Theft",2013,5,"1000"," COTTON DR","Grandview-Woodland","1000  COTTON DR, Vancouver, BC",49.2716082,-123.0715411
"289","Break and Enter Residential/Other",2013,6,"1000"," COTTON DR","Grandview-Woodland","1000  COTTON DR, Vancouver, BC",49.2716082,-123.0715411
"290","Break and Enter Residential/Other",2013,10,"1000"," COTTON DR","Grandview-Woodland","1000  COTTON DR, Vancouver, BC",49.2716082,-123.0715411
"291","Break and Enter Residential/Other",2013,12,"1000"," COTTON DR","Grandview-Woodland","1000  COTTON DR, Vancouver, BC",49.2716082,-123.0715411
"292","Mischief",2013,1,"1000"," COTTON DR","Grandview-Woodland","1000  COTTON DR, Vancouver, BC",49.2716082,-123.0715411
"293","Theft of Vehicle",2013,5,"1000"," COTTON DR","Grandview-Woodland","1000  COTTON DR, Vancouver, BC",49.2716082,-123.0715411
"294","Theft of Vehicle",2013,5,"1000"," COTTON DR","Grandview-Woodland","1000  COTTON DR, Vancouver, BC",49.2716082,-123.0715411
"295","Other Theft",2013,6,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"296","Other Theft",2013,1,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"297","Other Theft",2013,11,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"298","Other Theft",2013,8,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"299","Other Theft",2013,7,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"300","Other Theft",2013,12,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"301","Other Theft",2013,12,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"302","Other Theft",2013,11,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"303","Other Theft",2013,11,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"304","Other Theft",2013,11,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"305","Other Theft",2013,10,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"306","Other Theft",2013,10,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"307","Other Theft",2013,10,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"308","Other Theft",2013,10,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"309","Other Theft",2013,10,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"310","Other Theft",2013,10,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"311","Other Theft",2013,9,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"312","Other Theft",2013,9,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"313","Other Theft",2013,9,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"314","Other Theft",2013,8,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"315","Other Theft",2013,8,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"316","Other Theft",2013,8,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"317","Other Theft",2013,8,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"318","Other Theft",2013,8,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"319","Other Theft",2013,8,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"320","Other Theft",2013,8,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"321","Other Theft",2013,8,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"322","Other Theft",2013,8,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"323","Other Theft",2013,8,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"324","Other Theft",2013,7,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"325","Other Theft",2013,7,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"326","Other Theft",2013,7,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"327","Other Theft",2013,6,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"328","Other Theft",2013,6,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"329","Other Theft",2013,6,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"330","Other Theft",2013,6,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"331","Other Theft",2013,6,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"332","Other Theft",2013,6,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"333","Other Theft",2013,6,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"334","Other Theft",2013,6,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"335","Other Theft",2013,6,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"336","Other Theft",2013,6,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"337","Other Theft",2013,6,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"338","Other Theft",2013,5,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"339","Other Theft",2013,5,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"340","Other Theft",2013,5,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"341","Other Theft",2013,5,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"342","Other Theft",2013,5,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"343","Other Theft",2013,5,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"344","Other Theft",2013,4,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"345","Other Theft",2013,4,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"346","Other Theft",2013,4,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"347","Other Theft",2013,4,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"348","Other Theft",2013,3,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"349","Other Theft",2013,1,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"350","Other Theft",2013,11,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"351","Other Theft",2013,10,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"352","Other Theft",2013,4,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"353","Other Theft",2013,3,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"354","Other Theft",2013,12,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"355","Other Theft",2013,2,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"356","Other Theft",2013,7,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"357","Other Theft",2013,6,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"358","Other Theft",2013,9,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"359","Other Theft",2013,1,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"360","Other Theft",2013,8,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
"361","Other Theft",2013,9,"1000"," DAVIE ST","West End","1000  DAVIE ST, Vancouver, BC",49.2790555,-123.1292165
